name,module,file,line,first_tactic,n_tokens,truncated,surprise_given,mean_surprise,surprise_alone,pmi,mean_pmi,max_incongruity,first_step_surprise,max_rank
a_ge,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,100,have,47,0,82.65574645996094,1.7586328983306885,286.53155517578125,203.8758087158203,4.33778316416639,10.802915573120117,1.8546265363693237,2537
a_innerAbove,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,105,have,85,0,116.12297058105469,1.3661526441574097,389.7950439453125,273.67205810546875,3.219671271829044,8.089956283569336,1.8587188720703125,1397
b_innerAbove,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,112,simp,48,0,12.667387962341309,0.2639039158821106,299.60211181640625,286.9347229003906,5.977806727091472,5.4750590324401855,1.5509380102157593,4
c_innerAbove,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,117,have,74,0,105.38356018066406,1.4241021871566772,326.686279296875,221.30271911621094,2.9905772853542016,5.70189094543457,0.6269077658653259,105
ac_innerAbove,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,123,have,75,0,78.09825134277344,1.0413100719451904,357.9508056640625,279.8525390625,3.7313671875,5.522231578826904,0.6149004697799683,37
d_innerAbove,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,130,have,113,0,70.99354553222656,0.6282614469528198,479.3323974609375,408.3388671875,3.61361829369469,11.09266185760498,0.4458063244819641,63
w_innerAbove,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,139,have,84,0,28.199275970458984,0.3357056677341461,391.41204833984375,363.2127685546875,4.323961530412946,2.552764415740967,0.1055585965514183,4
initial_factorization,Problems.Juggler.ReturnWordFactorization,formal/Problems/Juggler/ReturnWordFactorization.lean,11,exact,9,0,7.923210620880127,0.8803567290306091,61.69636154174805,53.77315139770508,5.9747945997450085,2.194591760635376,4.661400318145752,12
Factorization.left,Problems.Juggler.ReturnWordFactorization,formal/Problems/Juggler/ReturnWordFactorization.lean,15,rcases,64,0,36.84128189086914,0.5756450295448303,206.9936981201172,170.1524200439453,2.6586315631866455,5.50201940536499,2.556731939315796,26
Factorization.right,Problems.Juggler.ReturnWordFactorization,formal/Problems/Juggler/ReturnWordFactorization.lean,22,rcases,64,0,0.6111082434654236,0.009548566304147243,200.3668975830078,199.7557830810547,3.1211841106414795,-1.2760274330503307e-06,0.03549763560295105,1
InducedPair.count_determinant,Problems.Juggler.ReturnWordFactorization,formal/Problems/Juggler/ReturnWordFactorization.lean,36,induction,60,0,34.135948181152344,0.5689324736595154,220.90496826171875,186.76901245117188,3.112816874186198,4.091226577758789,0.3140750229358673,23
InducedPair.count_coprime,Problems.Juggler.ReturnWordFactorization,formal/Problems/Juggler/ReturnWordFactorization.lean,44,have,248,0,105.08843231201172,0.42374366521835327,365.6463317871094,260.5578918457031,1.0506366606681579,4.406978607177734,5.278830528259277,29
InducedPair.expanded_count_gcd,Problems.Juggler.ReturnWordFactorization,formal/Problems/Juggler/ReturnWordFactorization.lean,67,let,371,0,127.45504760742188,0.343544602394104,470.478759765625,343.0237121582031,0.9245922160598466,9.262200355529785,3.083174705505371,148
InducedPair.coprime_of_totals,Problems.Juggler.ReturnWordFactorization,formal/Problems/Juggler/ReturnWordFactorization.lean,95,have,93,0,77.34060668945312,0.8316194415092468,397.45538330078125,320.1147766113281,3.4420943721648185,4.918206691741943,0.9278625249862671,18
induced_factorization,Problems.Juggler.ReturnWordFactorization,formal/Problems/Juggler/ReturnWordFactorization.lean,107,induction,72,0,26.17422866821289,0.3635309636592865,221.03988647460938,194.86566162109375,2.706467522515191,5.217459201812744,0.17534904181957245,17
terminal_actual_factorization,Problems.Juggler.ReturnWordFactorization,formal/Problems/Juggler/ReturnWordFactorization.lean,120,have,422,0,168.14208984375,0.39844098687171936,603.8306884765625,435.6885986328125,1.032437437518513,6.724759101867676,1.7173810005187988,131
induced_terminal_actual_factorization,Problems.Juggler.ReturnWordFactorization,formal/Problems/Juggler/ReturnWordFactorization.lean,153,obtain,42,0,8.810338973999023,0.20976997911930084,206.93063354492188,198.12030029296875,4.717150006975446,4.016144752502441,0.3727632761001587,3
exponent_pos,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,38,induction,44,0,38.14521789550781,0.8669368028640747,246.95339965820312,208.8081817626953,4.745640494606712,6.729145050048828,0.2320275902748108,62
eval_append,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,44,induction,29,0,22.76344871520996,0.7849465012550354,165.64292907714844,142.87948608398438,4.92687883048222,4.376051902770996,0.16867953538894653,25
exponent_append,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,50,induction,32,0,17.201862335205078,0.5375581979751587,171.1730194091797,153.97116088867188,4.811598777770996,4.555577754974365,0.11008573323488235,4
exponent_eq_counts,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,57,induction,59,0,39.2289924621582,0.664898157119751,342.93377685546875,303.70477294921875,5.147538524563029,4.935740947723389,0.35952043533325195,8
eval_pos,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,68,induction,31,0,11.168200492858887,0.36026450991630554,185.20989990234375,174.0417022705078,5.6142484603389615,3.7035865783691406,0.07537688314914703,4
eval_mono,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,77,induction,30,0,13.172006607055664,0.43906691670417786,180.79095458984375,167.6189422607422,5.587298075358073,4.867041110992432,0.898188591003418,4
eval_eq_image,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,82,induction,130,0,122.49654388427734,0.9422811269760132,447.3650207519531,324.86846923828125,2.498988224909856,9.350150108337402,0.22922074794769287,342
step_cell,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,94,have,138,0,157.64956665039062,1.1423882246017456,476.3453369140625,318.6957702636719,2.309389639591825,8.837250709533691,2.5959179401397705,124
rpow_sub_le,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,106,have,233,0,250.64295959472656,1.0757209062576294,633.8551025390625,383.212158203125,1.6446873742623391,7.886850357055664,0.7809388637542725,78
eval_le_rpow,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,122,induction,91,0,57.787254333496094,0.6350247859954834,408.4351806640625,350.6479187011719,3.8532738318810096,3.235877513885498,0.20655274391174316,12
local_loss_lt,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,132,have,178,0,173.61087036132812,0.9753419756889343,546.0512084960938,372.4403381347656,2.0923614501953125,7.362850189208984,0.34573036432266235,1025
loss_le_budget,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,145,induction,198,0,135.69735717773438,0.685340166091919,737.0996704101562,601.40234375,3.0373855744949494,8.205391883850098,0.44915080070495605,25
